date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:33:01	61427/61427	---M-Z	200	added ('OK')	text/html	etag:%22eff3-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-close-button.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-close-button.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:01	121735/121735	---M-Z	200	added ('OK')	text/html	etag:%221db87-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-dropdowns.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-dropdowns.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:01	61689/61689	---M-Z	200	added ('OK')	text/html	etag:%22f0f9-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-embed-video.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-embed-video.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:02	78430/78430	---M-Z	200	added ('OK')	text/html	etag:%221325e-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-grid.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-grid.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:02	74494/74494	---M-Z	200	added ('OK')	text/html	etag:%22122fe-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-links.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-links.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:02	89731/89731	---M-Z	200	added ('OK')	text/html	etag:%2215e83-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-list-group.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-list-group.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:03	168974/168974	---M-Z	200	added ('OK')	text/html	etag:%222940e-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-modals.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-modals.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:03	74215/74215	---M-Z	200	added ('OK')	text/html	etag:%22121e7-623282c2c82ce-gzip%22	https://techzaa.in/techmin/layouts/ui-navbar.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-navbar.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:03	85374/85374	---M-Z	200	added ('OK')	text/html	etag:%2214d7e-623282c2c926e-gzip%22	https://techzaa.in/techmin/layouts/ui-offcanvas.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-offcanvas.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:03	71359/71359	---M-Z	200	added ('OK')	text/html	etag:%22116bf-623282c2c926e-gzip%22	https://techzaa.in/techmin/layouts/ui-placeholders.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-placeholders.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:04	70484/70484	---M-Z	200	added ('OK')	text/html	etag:%2211354-623282c2c926e-gzip%22	https://techzaa.in/techmin/layouts/ui-pagination.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-pagination.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:04	69089/69089	---M-Z	200	added ('OK')	text/html	etag:%2210de1-623282c2c926e-gzip%22	https://techzaa.in/techmin/layouts/ui-popovers.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-popovers.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:04	74392/74392	---M-Z	200	added ('OK')	text/html	etag:%2212298-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-progress.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-progress.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:05	85924/85924	---M-Z	200	added ('OK')	text/html	etag:%2214fa4-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-scrollspy.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-scrollspy.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:05	70479/70479	---M-Z	200	added ('OK')	text/html	etag:%221134f-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-spinners.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-spinners.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:05	83535/83535	---M-Z	200	added ('OK')	text/html	etag:%221464f-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-toasts.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-toasts.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:05	87601/87601	---M-Z	200	added ('OK')	text/html	etag:%2215631-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-tabs.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-tabs.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:06	64404/64404	---M-Z	200	added ('OK')	text/html	etag:%22fb94-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-tooltips.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-tooltips.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:06	89814/89814	---M-Z	200	added ('OK')	text/html	etag:%2215ed6-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-typography.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-typography.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:06	122237/122237	---M-Z	200	added ('OK')	text/html	etag:%221dd7d-623282c2ca20e-gzip%22	https://techzaa.in/techmin/layouts/ui-utilities.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/ui-utilities.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:06	72653/72653	---M-Z	200	added ('OK')	text/html	etag:%2211bcd-623282c2c53ee-gzip%22	https://techzaa.in/techmin/layouts/extended-portlets.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/extended-portlets.html	(from https://techzaa.in/techmin/layouts/index.html)
12:33:07	69566/69566	---M-Z	200	added ('OK')	text/html	etag:%2210fbe-623282c2c53ee-gzip%22	https://techzaa.in/techmin/layouts/extended-scrollbar.html	C:/Users/60111/Documents/TRY/AD/techzaa.in/techmin/layouts/extended-scrollbar.html	(from https://techzaa.in/techmin/layouts/index.html)
